https://web.archive.org/web/*/http://hudexchange.info/environmental-review/hud-environmental-staff-contacts,2016-03-05 00:00:00,2017-06-28 00:00:00
https://web.archive.org/web/*/http://hudexchange.info/news/save-the-datehud-usich-and-hhs-on-housing-and-healthcare-opportunities-to-partnerjanuary-6-2015-at-200-pm-est?hootpostid=33dda0761fc919d5b70b61d4d9b37bce,2016-03-04 00:00:00,2016-04-09 00:00:00
https://web.archive.org/web/*/http://hudexchange.info/onecpd/assets/File/Promise-Zones-Fact-Sheets-DOL-Face-Forward.pdf,2015-09-11 00:00:00,2015-09-19 00:00:00
https://web.archive.org/web/*/http://hudexchange.info/reports/coc_popsub_coc_ny-600-2014_ny_2014.pdf,2016-03-05 00:00:00,2016-03-19 00:00:00
https://web.archive.org/web/*/http://hudexchange.info/resource/4428/notice-cpd-15-02-appropriate-placement-for-transgender-persons-in-single-sex-emergency-shelters-and-other-facilit%3C/body%3E%3C/html%3E,2016-03-06 00:00:00,2016-03-06 00:00:00
https://web.archive.org/web/*/http://hudexchange.info:80/programs/housing-counseling/,2016-07-28 00:00:00,2019-08-01 00:00:00
https://web.archive.org/web/*/http://www.hudexchange.info/cdbg-colonias/colonias-history/,2014-12-05 00:00:00,2019-08-19 00:00:00
https://web.archive.org/web/*/http://www.hudexchange.info/cdbg-entitlement/,2015-04-25 00:00:00,2019-03-26 00:00:00
https://web.archive.org/web/*/http://www.hudexchange.info/cdbg-state/,2015-04-25 00:00:00,2019-03-26 00:00:00
https://web.archive.org/web/*/http://www.hudexchange.info/e-snaps/fy-2015-coc-program-nofa-coc-program-competition/,2015-03-19 00:00:00,2017-06-29 00:00:00
https://web.archive.org/web/*/http://www.hudexchange.info/esg/esg-peer-to-peer-resources/,2015-10-17 00:00:00,2015-10-24 00:00:00
https://web.archive.org/web/*/http://www.hudexchange.info/faqs/programs/continuum-of-care-coc-program/,2015-10-17 00:00:00,2017-07-09 00:00:00
