https://web.archive.org/web/*/http://hud.gov:80/budgetsummary2011/index.cfm,2010-03-08 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://hud.gov:80/data,2014-10-24 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://hud.gov:80/data.json,2014-05-05 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://hud.gov:80/fairhousing%22,2015-02-23 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://hud.gov:80/fathersday2011,2011-05-12 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/,1997-06-01 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/49mackte.html,1997-07-26 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/admshell.html,1997-07-27 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/aljshell.html,1997-07-27 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/awardny.html,1997-07-27 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/bcashell.html,1997-07-27 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/broker1.html,1997-06-01 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/bshelf4.html,1997-07-26 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/bshelf5.html,1997-07-26 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/buyhudhm.html,1997-07-26 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/cfo/cfohome.html,1997-06-01 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/cirshell.html,1997-07-27 00:00:00,2019-08-21 00:00:00
https://web.archive.org/web/*/http://www.hud.gov.:80/citizen.html,1997-07-26 00:00:00,2019-08-21 00:00:00
